VIN_110,COUNTY,CITY,STATE,POSTAL_CODE,MODEL_YEAR,MAKE,MODEL,ELECTRIC_VEHICLE_TYPE,CLEAN_ALTERNATIVE_FUEL_VEHICLE_CAFV_ELIGIBILITY,ELECTRIC_RANGE,BASE_MSRP,LEGISLATIVE_DISTRICT,DOL_VEHICLE_ID,VEHICLE_LOCATION,ELECTRIC_UTILITY,2020_CENSUS_TRACT,Longitude,Latitude
7SAYGDEE4P,KING,BELLEVUE,WA,98004.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,227402843,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,-122.1872,47.61001
WVGDMPE26M,KING,BELLEVUE,WA,98004.0,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,152371348,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0,-122.1872,47.61001
WP0AD2Y16N,KING,BELLEVUE,WA,98004.0,2022,PORSCHE,TAYCAN,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,202237003,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002.0,-122.1872,47.61001
YV4ED3UL3P,KING,REDMOND,WA,98052.0,2023,VOLVO,XC40,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,253245408,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
1FTVW3LK9R,KING,TUKWILA,WA,98188.0,2024,FORD,F-150,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,267886391,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
7SAXCDE51N,KING,KENT,WA,98030.0,2022,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,33,277772876,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029701.0,-122.19975,47.37483
1N4AZ0CP5D,KING,SEATTLE,WA,98133.0,2013,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,75,0,46,113221195,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602.0,-122.35029,47.71871
3FA6P0SU8F,CLARK,VANCOUVER,WA,98662.0,2015,FORD,FUSION,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,19,0,17,118312358,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709.0,-122.57722,45.64251
1G1FY6S00P,KING,TUKWILA,WA,98188.0,2023,CHEVROLET,BOLT EUV,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,228882167,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
3FMTK3S55P,KING,SAMMAMISH,WA,98029.0,2023,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,5,257458890,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211.0,-122.00292,47.54748
1C4JJXP60P,KING,TUKWILA,WA,98188.0,2023,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,11,240457206,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
1C4RJXN65R,KING,SEATTLE,WA,98146.0,2024,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,34,275780704,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000.0,-122.36178,47.49408
5YJYGDEE3L,KING,BELLEVUE,WA,98004.0,2020,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,291,0,48,116922739,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,-122.1872,47.61001
7SAYGDEDXS,KING,KIRKLAND,WA,98033.0,2025,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,275907845,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703.0,-122.2066,47.67887
5YJ3E1EB5P,KING,KENT,WA,98032.0,2023,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,33,258310748,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029203.0,-122.23741,47.3807
1N4AZ0CP2F,KING,REDMOND,WA,98052.0,2015,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,84,0,45,178669550,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0,-122.13158,47.67858
5UXKT0C54G,KING,KENMORE,WA,98028.0,2016,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,14,0,46,148121417,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500.0,-122.24369,47.75892
1C4JJXR67P,CLARK,BRUSH PRAIRIE,WA,98606.0,2023,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,18,254014589,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505.0,-122.54578,45.73473
7SAYGDEE6P,KING,KENT,WA,98031.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,33,257064013,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029207.0,-122.17743,47.41185
5YJXCAE21G,CLARK,VANCOUVER,WA,98686.0,2016,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,200,0,17,172626786,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811.0,-122.62731,45.71668
LPSED3KA2M,KING,BELLEVUE,WA,98006.0,2021,POLESTAR,PS2,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,233,0,41,272200379,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904.0,-122.12096,47.55584
7SAYGDEE9R,KING,KENT,WA,98031.0,2024,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,47,272048514,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407.0,-122.17743,47.41185
3GPKHZRJ1R,COWLITZ,KELSO,WA,98626.0,2024,HONDA,PROLOGUE,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,20,271791103,POINT (-122.89867 46.14424),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700.0,-122.89867,46.14424
5YJYGDEE9M,KING,REDMOND,WA,98052.0,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,166102751,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
7SAYGDEE2S,KING,BELLEVUE,WA,98004.0,2025,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,278703253,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0,-122.1872,47.61001
7SAYGAEE7P,KING,SHORELINE,WA,98155.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,32,227364119,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0,-122.3175,47.75781
7SAYGDED4R,KING,SHORELINE,WA,98177.0,2024,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,32,266609955,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.0,-122.36498,47.72238
1G1FY6S07P,KING,DES MOINES,WA,98198.0,2023,CHEVROLET,BOLT EUV,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,33,244390772,POINT (-122.3219 47.40173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003.0,-122.3219,47.40173
WVGUNPE2XM,KING,SEATTLE,WA,98115.0,2021,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,43,203552765,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601.0,-122.31676,47.68156
5YJ3E1EA9N,KING,KIRKLAND,WA,98034.0,2022,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,1,183375335,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,-122.22901,47.72201
1C4JJXN69P,KING,TUKWILA,WA,98188.0,2023,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,21,0,11,236165800,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
5YJYGDEE1M,KING,SEATTLE,WA,98121.0,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,36,137031247,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202.0,-122.34468,47.61578
1N4AZ1CP0J,KING,REDMOND,WA,98052.0,2018,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,151,0,45,198480047,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
7G2CEHED3R,KING,KIRKLAND,WA,98034.0,2024,TESLA,CYBERTRUCK,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,1,268818091,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0,-122.22901,47.72201
5YJ3E1EB7R,CLARK,VANCOUVER,WA,98662.0,2024,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,17,271027284,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703.0,-122.57722,45.64251
7SAYGDEE8P,KING,NEWCASTLE,WA,98059.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,253241642,POINT (-122.15716 47.48852),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0,-122.15716,47.48852
7SAYGDEE9R,KING,SEATTLE,WA,98125.0,2024,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,272321220,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700.0,-122.30253,47.72656
7SAYGAEE8P,KING,FEDERAL WAY,WA,98003.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,30,238343213,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003.0,-122.3303,47.30151
5YJXCAE27H,KING,LAKE FOREST PARK,WA,98155.0,2017,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,200,0,46,328180583,POINT (-122.3175 47.75781),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021400.0,-122.3175,47.75781
7SAYGDED0R,KING,SEATTLE,WA,98107.0,2024,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,36,271983057,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302.0,-122.38591,47.67597
3FMTK1SU4R,ISLAND,OAK HARBOR,WA,98277.0,2024,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,10,277726788,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970601.0,-122.64682,48.29077
5YJ3E1EB2J,KING,KIRKLAND,WA,98034.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,1,475440514,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0,-122.22901,47.72201
5YJ3E1EB5K,KING,KIRKLAND,WA,98033.0,2019,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,220,0,48,475480211,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0,-122.2066,47.67887
1G1FX6S0XH,KING,SEATTLE,WA,98112.0,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,238,0,43,217935182,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0,-122.30207,47.64085
ZACPDFCW6R,KING,TUKWILA,WA,98188.0,2024,DODGE,HORNET,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,32,0,11,271158191,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
1N4AZ1CP1J,CLARK,VANCOUVER,WA,98685.0,2018,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,151,0,18,475386509,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907.0,-122.70303,45.70954
5YJ3E1EB6M,KING,SEATTLE,WA,98122.0,2021,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,43,276517475,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008600.0,-122.31009,47.60803
4JGFB4GBXR,KING,REDMOND,WA,98052.0,2024,MERCEDES-BENZ,GLE-CLASS,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,48,0,45,254144201,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0,-122.13158,47.67858
7SAYGDEE1P,KITSAP,PORT ORCHARD,WA,98367.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,35,224564539,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092901.0,-122.68471,47.50524
5YJ3E1EA6R,KING,BELLEVUE,WA,98008.0,2024,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,265186876,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0,-122.11867,47.63131
JN8BF0BE2S,KING,SEATTLE,WA,98125.0,2025,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,277778651,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0,-122.30253,47.72656
KM8K33AG2P,KING,TUKWILA,WA,98188.0,2023,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,11,236384942,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0,-122.29179,47.43473
7SAYGDEE7P,KING,KIRKLAND,WA,98033.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,254832140,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0,-122.2066,47.67887
3FMTK4SX7P,KING,SEATTLE,WA,98109.0,2023,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,36,265068625,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701.0,-122.35022,47.63824
JTDACACU0R,YAKIMA,YAKIMA,WA,98902.0,2024,TOYOTA,PRIUS PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,39,0,14,278517221,POINT (-120.52041 46.59751),PACIFICORP,53077000800.0,-120.52041,46.59751
5YJSA1E29J,KITSAP,POULSBO,WA,98370.0,2018,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,249,0,23,303847974,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0,-122.64681,47.73689
7SAYGDEE9R,KING,SEATTLE,WA,98112.0,2024,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,43,269354375,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0,-122.30207,47.64085
5YJXCBE55M,KING,KIRKLAND,WA,98033.0,2021,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,190149431,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0,-122.2066,47.67887
5YJ3E1EA8M,CLARK,VANCOUVER,WA,98684.0,2021,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,17,179769425,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041337.0,-122.48723,45.63701
7SAYGDEE8P,KING,NEWCASTLE,WA,98059.0,2023,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,249846859,POINT (-122.15716 47.48852),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005.0,-122.15716,47.48852
5YJ3E1EB4L,CLARK,RIDGEFIELD,WA,98642.0,2020,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,322,0,18,4878114,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040403.0,-122.74595,45.81539
5YJYGDEE3M,SNOHOMISH,EVERETT,WA,98208.0,2021,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,44,179931944,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041606.0,-122.18637,47.89251
KM8S7DA23P,KING,SEATTLE,WA,98146.0,2023,HYUNDAI,SANTA FE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,30,0,34,254876702,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000.0,-122.36178,47.49408
1N4BZ1CP9K,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2019,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,150,0,23,275413771,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090700.0,-122.521,47.62728
7PDSGABL0N,KING,KIRKLAND,WA,98033.0,2022,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,228692915,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0,-122.2066,47.67887
1G1FY6S01L,KING,BELLEVUE,WA,98004.0,2020,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,259,0,48,252699597,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0,-122.1872,47.61001
KNDCR3L10P,KING,BELLEVUE,WA,98004.0,2023,KIA,NIRO,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,48,236642850,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0,-122.1872,47.61001
1C4JJXP61M,KING,AUBURN,WA,98092.0,2021,JEEP,WRANGLER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,25,0,47,229396450,POINT (-122.1821 47.3199),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031206.0,-122.1821,47.3199
7SAYGDEE2N,KING,KIRKLAND,WA,98034.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,45,220688121,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0,-122.22901,47.72201
3MW39FS06P,KING,BELLEVUE,WA,98008.0,2023,BMW,330E,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),NOT ELIGIBLE DUE TO LOW BATTERY RANGE,20,0,48,232711181,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0,-122.11867,47.63131
7SAYGDEE5N,KING,MERCER ISLAND,WA,98040.0,2022,TESLA,MODEL Y,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,41,206955458,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602.0,-122.21238,47.57816
1N4AZ1CP2J,KING,SEATTLE,WA,98117.0,2018,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,151,0,36,348386846,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0,-122.38418,47.70044
1V25MPE86P,KING,SEATTLE,WA,98125.0,2023,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),ELIGIBILITY UNKNOWN AS BATTERY RANGE HAS NOT BEEN RESEARCHED,0,0,46,252630255,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0,-122.30253,47.72656
5YJ3E1EB4J,KING,SEATTLE,WA,98103.0,2018,TESLA,MODEL 3,BATTERY ELECTRIC VEHICLE (BEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,215,0,36,475581039,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0,-122.35436,47.67596
KNDPZDDH8S,KITSAP,BAINBRIDGE ISLAND,WA,98110.0,2025,KIA,SPORTAGE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),CLEAN ALTERNATIVE FUEL VEHICLE ELIGIBLE,34,0,23,274841626,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,53035090902.0,-122.521,47.62728
